SR_NO,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
480,NCO30,19.5,Low Fat,0.015756784,Household,185.0608,OUT045,2002,Medium,Tier 2,Supermarket Type1,2205.1296
481,FDQ45,9.5,Regular,0.010907967,Snack Foods,182.3608,OUT013,1987,High,Tier 3,Supermarket Type1,2940.1728
482,DRK59,8.895,Low Fat,0.07543556,Hard Drinks,235.8616,OUT035,2004,Small,Tier 2,Supermarket Type1,3046.7008
483,FDW28,18.25,Low Fat,0,Frozen Foods,196.8452,OUT046,1997,Small,Tier 1,Supermarket Type1,3327.6684
484,FDC02,21.35,Low Fat,0.115194717,Canned,258.3278,OUT010,1998,Medium,Tier 3,Grocery Store,520.6556
485,FDR21,19.7,Low Fat,0.066922802,Snack Foods,174.837,OUT035,2004,Small,Tier 2,Supermarket Type1,2999.429
486,FDN48,12.85764518,Low Fat,0.064636203,Baking Goods,90.0804,OUT027,1985,Medium,Tier 3,Supermarket Type3,2113.2492
487,FDT44,16.6,Low Fat,0.103195401,Fruits and Vegetables,117.8466,OUT045,2002,Medium,Tier 2,Supermarket Type1,942.7728
488,FDX14,12.85764518,Low Fat,0.13121032,Dairy,74.0354,OUT019,1985,Small,Tier 1,Grocery Store,75.2354
489,FDH57,10.895,Low Fat,0.035747522,Fruits and Vegetables,133.6284,OUT046,1997,Small,Tier 1,Supermarket Type1,1581.9408
490,FDH28,12.85764518,Regular,0.192650072,Frozen Foods,37.4506,OUT019,1985,Small,Tier 1,Grocery Store,37.9506
491,NCT41,12.85764518,Low Fat,0.098031771,Health and Hygiene,151.3024,OUT019,1985,Small,Tier 1,Grocery Store,151.8024
492,FDO11,12.85764518,Regular,0.030118338,Breads,248.8092,OUT027,1985,Medium,Tier 3,Supermarket Type3,3486.1288
493,NCP42,8.51,Low Fat,0.016201845,Household,195.2478,OUT017,2007,Medium,Tier 2,Supermarket Type1,4262.4516
494,FDN09,14.15,Low Fat,0.05837308,Snack Foods,243.9828,OUT010,1998,Medium,Tier 3,Grocery Store,731.0484
495,FDP32,6.65,Low Fat,0.087652908,Fruits and Vegetables,128.8678,OUT035,2004,Small,Tier 2,Supermarket Type1,1398.8458
496,FDV57,15.25,Regular,0.065999008,Snack Foods,177.966,OUT049,1999,Medium,Tier 1,Supermarket Type1,2336.958
497,FDW28,18.25,Low Fat,0.088750333,Frozen Foods,196.5452,OUT013,1987,High,Tier 3,Supermarket Type1,2348.9424
498,FDR56,12.85764518,Regular,0.100277876,Fruits and Vegetables,196.8768,OUT027,1985,Medium,Tier 3,Supermarket Type3,7094.7648
499,FDA40,16,Regular,0.099252438,Frozen Foods,87.4856,OUT035,2004,Small,Tier 2,Supermarket Type1,1054.6272
500,NCG42,19.2,Low Fat,0,Household,127.831,OUT045,2002,Medium,Tier 2,Supermarket Type1,1298.31
501,NCK54,12.15,Low Fat,0,Household,117.815,OUT017,2007,Medium,Tier 2,Supermarket Type1,2330.3
502,FDE16,8.895,Low Fat,0.026384672,Frozen Foods,208.9954,OUT049,1999,Medium,Tier 1,Supermarket Type1,4584.6988
503,FDB15,10.895,Low Fat,0.228993134,Dairy,263.4568,OUT010,1998,Medium,Tier 3,Grocery Store,527.3136
504,FDC40,16,Regular,0.065431917,Dairy,76.1986,OUT017,2007,Medium,Tier 2,Supermarket Type1,1869.5664
505,FDE53,12.85764518,Low Fat,0.026749991,Frozen Foods,106.928,OUT027,1985,Medium,Tier 3,Supermarket Type3,2876.256
506,FDK24,9.195,Low Fat,0,Baking Goods,43.6744,OUT018,2009,Medium,Tier 3,Supermarket Type2,407.4696
507,FDW31,11.35,Regular,0.043333912,Fruits and Vegetables,201.0742,OUT018,2009,Medium,Tier 3,Supermarket Type2,2189.8162
508,NCX29,10,Low Fat,0.089656812,Health and Hygiene,144.0102,OUT017,2007,Medium,Tier 2,Supermarket Type1,1603.9122
509,NCM07,9.395,Low Fat,0.039954281,Others,82.4908,OUT035,2004,Small,Tier 2,Supermarket Type1,2013.3792
510,DRN36,12.85764518,Low Fat,0.087854925,Soft Drinks,95.9752,OUT019,1985,Small,Tier 1,Grocery Store,95.8752
511,FDQ37,20.75,Low Fat,0.149404057,Breakfast,192.8478,OUT010,1998,Medium,Tier 3,Grocery Store,774.9912
512,FDK43,9.8,Low Fat,0.0268952,Meat,128.402,OUT045,2002,Medium,Tier 2,Supermarket Type1,2403.538
513,FDK28,5.695,Low Fat,0.065857092,Frozen Foods,258.5646,OUT018,2009,Medium,Tier 3,Supermarket Type2,4380.2982
514,FDR43,18.2,Low Fat,0.161817014,Fruits and Vegetables,37.819,OUT045,2002,Medium,Tier 2,Supermarket Type1,219.714
515,FDL48,19.35,Regular,0.082197959,Baking Goods,49.2034,OUT013,1987,High,Tier 3,Supermarket Type1,729.051
516,DRL23,18.35,Low Fat,0.015335349,Hard Drinks,106.6938,OUT045,2002,Medium,Tier 2,Supermarket Type1,1393.5194
517,NCX42,6.36,Low Fat,0.00599072,Household,163.6526,OUT045,2002,Medium,Tier 2,Supermarket Type1,5262.4832
518,DRD37,9.8,Low Fat,0.013898123,Soft Drinks,46.506,OUT018,2009,Medium,Tier 3,Supermarket Type2,372.848
519,FDZ47,12.85764518,Regular,0.078912473,Baking Goods,99.9042,OUT027,1985,Medium,Tier 3,Supermarket Type3,3273.7386
520,NCJ54,12.85764518,Low Fat,0.059776237,Household,231.7642,OUT027,1985,Medium,Tier 3,Supermarket Type3,5344.3766
521,FDL52,6.635,Regular,0,Frozen Foods,39.7506,OUT013,1987,High,Tier 3,Supermarket Type1,303.6048
522,FDC15,18.1,Low Fat,0.297883712,Dairy,156.7288,OUT010,1998,Medium,Tier 3,Grocery Store,314.2576
523,NCD19,8.93,Low Fat,0.022059594,Household,56.0614,OUT010,1998,Medium,Tier 3,Grocery Store,276.307
524,FDD08,8.3,Low Fat,0.03532494,Fruits and Vegetables,38.9506,OUT013,1987,High,Tier 3,Supermarket Type1,721.0614
525,NCN18,8.895,Low Fat,0.124967595,Household,112.7544,OUT045,2002,Medium,Tier 2,Supermarket Type1,3467.4864
526,FDY56,16.35,Regular,0.062411404,Fruits and Vegetables,225.9062,OUT046,1997,Small,Tier 1,Supermarket Type1,5416.9488
527,NCI29,8.6,Low Fat,0.032754431,Health and Hygiene,140.5154,OUT018,2009,Medium,Tier 3,Supermarket Type2,283.6308
528,NCE06,12.85764518,Low Fat,0.160178832,Household,160.2894,OUT019,1985,Small,Tier 1,Grocery Store,323.5788
529,FDC08,19,Regular,0.104035148,Fruits and Vegetables,227.772,OUT017,2007,Medium,Tier 2,Supermarket Type1,5206.556
530,FDU52,7.56,Low Fat,0.06390019,Frozen Foods,157.263,OUT045,2002,Medium,Tier 2,Supermarket Type1,2503.408
531,FDN16,12.6,Regular,0.062648111,Frozen Foods,104.899,OUT013,1987,High,Tier 3,Supermarket Type1,1960.781
532,NCM55,15.6,Low Fat,0.111685868,Others,184.7924,OUT010,1998,Medium,Tier 3,Grocery Store,370.1848
533,FDR49,8.71,Low Fat,0.233039817,Canned,49.5376,OUT010,1998,Medium,Tier 3,Grocery Store,95.8752
534,FDC15,18.1,Low Fat,0.17824575,Dairy,158.1288,OUT049,1999,Medium,Tier 1,Supermarket Type1,3299.7048
535,FDB53,13.35,Low Fat,0.140241213,Frozen Foods,150.2392,OUT017,2007,Medium,Tier 2,Supermarket Type1,2684.5056
536,FDK44,16.6,Low Fat,0,Fruits and Vegetables,173.3738,OUT046,1997,Small,Tier 1,Supermarket Type1,2085.2856
537,FDA16,6.695,Low Fat,0.033935576,Frozen Foods,221.9456,OUT035,2004,Small,Tier 2,Supermarket Type1,2210.456
538,FDO19,12.85764518,Regular,0.016516275,Fruits and Vegetables,47.4034,OUT027,1985,Medium,Tier 3,Supermarket Type3,2187.153
539,FDO04,16.6,Low Fat,0.026537206,Frozen Foods,57.2614,OUT046,1997,Small,Tier 1,Supermarket Type1,1049.9666
540,NCL19,15.35,Low Fat,0.015673267,Others,145.047,OUT035,2004,Small,Tier 2,Supermarket Type1,2719.793
541,FDA44,19.7,Low Fat,0.089083914,Fruits and Vegetables,54.593,OUT010,1998,Medium,Tier 3,Grocery Store,56.593
542,FDR60,14.3,Low Fat,0.131152799,Baking Goods,78.6328,OUT017,2007,Medium,Tier 2,Supermarket Type1,231.6984
543,FDV37,12.85764518,Regular,0.083109455,Canned,195.8426,OUT027,1985,Medium,Tier 3,Supermarket Type3,5734.5354
544,FDG53,10,Low Fat,0.045818773,Frozen Foods,138.718,OUT013,1987,High,Tier 3,Supermarket Type1,1398.18
545,DRG01,14.8,Low Fat,0.044869794,Soft Drinks,76.467,OUT035,2004,Small,Tier 2,Supermarket Type1,1531.34
546,FDB38,12.85764518,Regular,0,Canned,160.692,OUT019,1985,Small,Tier 1,Grocery Store,319.584
547,FDI27,8.71,Regular,0.04605781,Dairy,43.8744,OUT049,1999,Medium,Tier 1,Supermarket Type1,633.8416
548,FDD29,12.15,Low Fat,0.030815427,Frozen Foods,252.0698,OUT010,1998,Medium,Tier 3,Grocery Store,1014.6792
549,NCR41,17.85,Low Fat,0.01806055,Health and Hygiene,97.0094,OUT045,2002,Medium,Tier 2,Supermarket Type1,2094.6068
550,FDW44,9.5,Regular,0.035205866,Fruits and Vegetables,171.3448,OUT049,1999,Medium,Tier 1,Supermarket Type1,2386.2272
551,FDU21,11.8,Regular,0.076705948,Snack Foods,34.7558,OUT035,2004,Small,Tier 2,Supermarket Type1,780.9834
552,FDI14,14.1,Low Fat,0.089677773,Canned,139.8496,OUT046,1997,Small,Tier 1,Supermarket Type1,1693.7952
553,FDW50,12.85764518,Low Fat,0.132327406,Dairy,168.4158,OUT019,1985,Small,Tier 1,Grocery Store,334.2316
554,FDN39,19.35,Regular,0.065520388,Meat,168.3816,OUT046,1997,Small,Tier 1,Supermarket Type1,1342.2528
555,FDT31,19.75,Low Fat,0.012518707,Fruits and Vegetables,190.6872,OUT017,2007,Medium,Tier 2,Supermarket Type1,4916.2672
556,FDJ14,10.3,Regular,0.050353695,Canned,78.696,OUT017,2007,Medium,Tier 2,Supermarket Type1,1757.712
557,NCQ43,12.85764518,Low Fat,0.110762642,Others,108.5912,OUT027,1985,Medium,Tier 3,Supermarket Type3,1637.868
558,FDZ22,12.85764518,Low Fat,0.045050674,Snack Foods,84.925,OUT027,1985,Medium,Tier 3,Supermarket Type3,1747.725
559,FDU38,10.8,Low Fat,0.083016832,Dairy,193.4504,OUT017,2007,Medium,Tier 2,Supermarket Type1,2876.256
560,FDS32,17.75,Regular,0,Fruits and Vegetables,139.9838,OUT045,2002,Medium,Tier 2,Supermarket Type1,1966.7732
561,DRH13,8.575,Low Fat,0.023983258,Soft Drinks,106.328,OUT018,2009,Medium,Tier 3,Supermarket Type2,958.752
562,DRF03,19.1,Low Fat,0.075836522,Dairy,40.2138,OUT010,1998,Medium,Tier 3,Grocery Store,81.2276
563,FDJ20,20.7,Regular,0.100330684,Fruits and Vegetables,123.4388,OUT049,1999,Medium,Tier 1,Supermarket Type1,1238.388
564,FDE22,12.85764518,Low Fat,0.051778173,Snack Foods,157.892,OUT019,1985,Small,Tier 1,Grocery Store,319.584
565,FDX22,6.785,Regular,0.022970468,Snack Foods,211.0928,OUT035,2004,Small,Tier 2,Supermarket Type1,4418.2488
566,DRM11,6.57,Low Fat,0.066014596,Hard Drinks,259.7278,OUT013,1987,High,Tier 3,Supermarket Type1,2863.6058
567,FDL58,5.78,Regular,0.07429945,Snack Foods,264.9568,OUT045,2002,Medium,Tier 2,Supermarket Type1,1845.5976
568,FDL25,6.92,Regular,0.131128467,Breakfast,93.1804,OUT049,1999,Medium,Tier 1,Supermarket Type1,1561.9668
569,FDD40,20.25,Regular,0.014816356,Dairy,194.1162,OUT049,1999,Medium,Tier 1,Supermarket Type1,3848.324
570,FDT08,13.65,Low Fat,0.049318315,Fruits and Vegetables,149.005,OUT045,2002,Medium,Tier 2,Supermarket Type1,2097.27
571,FDO22,13.5,Regular,0.017960492,Snack Foods,81.596,OUT017,2007,Medium,Tier 2,Supermarket Type1,639.168
572,NCM41,16.5,Low Fat,0.035801238,Health and Hygiene,92.612,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.272
573,FDJ21,16.7,Regular,0.038606365,Snack Foods,146.5102,OUT045,2002,Medium,Tier 2,Supermarket Type1,2770.3938
574,FDC53,8.68,Low Fat,0.008871687,Frozen Foods,99.7384,OUT018,2009,Medium,Tier 3,Supermarket Type2,295.6152
575,DRK35,12.85764518,Low Fat,0.125793938,Hard Drinks,36.2506,OUT019,1985,Small,Tier 1,Grocery Store,37.9506
576,FDQ09,7.235,Low Fat,0.058369013,Snack Foods,115.2834,OUT018,2009,Medium,Tier 3,Supermarket Type2,1267.0174
577,DRB48,16.75,Regular,0,Soft Drinks,39.3822,OUT046,1997,Small,Tier 1,Supermarket Type1,353.5398
578,DRE25,15.35,Low Fat,0.073269336,Soft Drinks,92.112,OUT035,2004,Small,Tier 2,Supermarket Type1,1118.544
579,FDL08,10.8,Low Fat,0.049677651,Fruits and Vegetables,245.9144,OUT013,1987,High,Tier 3,Supermarket Type1,4655.2736
580,NCV42,6.26,Low Fat,0.031470832,Household,110.2228,OUT049,1999,Medium,Tier 1,Supermarket Type1,1547.3192
581,FDW03,5.63,Regular,0.024579432,Meat,105.3306,OUT049,1999,Medium,Tier 1,Supermarket Type1,1045.306
582,FDL25,6.92,Regular,0.131665479,Breakfast,91.8804,OUT017,2007,Medium,Tier 2,Supermarket Type1,275.6412
583,FDC17,12.15,Low Fat,0.015523707,Frozen Foods,212.0928,OUT018,2009,Medium,Tier 3,Supermarket Type2,2735.1064
584,FDK44,16.6,Low Fat,0.122475364,Fruits and Vegetables,175.5738,OUT045,2002,Medium,Tier 2,Supermarket Type1,347.5476
585,FDE34,9.195,Low Fat,0.107891398,Snack Foods,182.7634,OUT046,1997,Small,Tier 1,Supermarket Type1,3817.0314
586,FDP10,19,Low Fat,0.128065918,Snack Foods,104.3622,OUT035,2004,Small,Tier 2,Supermarket Type1,1905.5196
587,FDZ22,9.395,Low Fat,0.045361705,Snack Foods,83.825,OUT045,2002,Medium,Tier 2,Supermarket Type1,665.8
588,NCK19,9.8,Low Fat,0.090390357,Others,192.1478,OUT013,1987,High,Tier 3,Supermarket Type1,2324.9736
589,FDO44,12.85764518,Low Fat,0.087029712,Fruits and Vegetables,109.2228,OUT027,1985,Medium,Tier 3,Supermarket Type3,3205.1612
590,NCU41,18.85,Low Fat,0.052054819,Health and Hygiene,189.1846,OUT046,1997,Small,Tier 1,Supermarket Type1,2101.9306
591,NCF31,9.13,Low Fat,0.051952573,Household,152.3024,OUT045,2002,Medium,Tier 2,Supermarket Type1,1821.6288
592,FDG14,9,Regular,0.050786366,Canned,152.2024,OUT017,2007,Medium,Tier 2,Supermarket Type1,3643.2576
593,NCH30,17.1,Low Fat,0.067141355,Household,114.586,OUT035,2004,Small,Tier 2,Supermarket Type1,2942.836
594,FDR36,6.715,Regular,0.121485195,Baking Goods,40.2454,OUT013,1987,High,Tier 3,Supermarket Type1,587.2356
595,NCJ30,5.82,Low Fat,0.080640478,Household,167.779,OUT046,1997,Small,Tier 1,Supermarket Type1,2886.243
596,FDR08,18.7,Low Fat,0.037699254,Fruits and Vegetables,110.2886,OUT045,2002,Medium,Tier 2,Supermarket Type1,2223.772
597,FDU04,7.93,Low Fat,0,Frozen Foods,123.2414,OUT018,2009,Medium,Tier 3,Supermarket Type2,487.3656
598,NCQ50,18.75,Low Fat,0.034501405,Household,211.7218,OUT017,2007,Medium,Tier 2,Supermarket Type1,5770.4886
599,FDL46,12.85764518,Low Fat,0.053795154,Snack Foods,117.7466,OUT027,1985,Medium,Tier 3,Supermarket Type3,1414.1592
600,DRK37,5,Low Fat,0.044004675,Soft Drinks,188.853,OUT046,1997,Small,Tier 1,Supermarket Type1,5502.837
601,FDK48,7.445,Low Fat,0,Baking Goods,76.8354,OUT046,1997,Small,Tier 1,Supermarket Type1,2181.8266
602,FDV58,20.85,Low Fat,0.121250374,Snack Foods,193.9452,OUT046,1997,Small,Tier 1,Supermarket Type1,1565.9616
603,FDN27,20.85,Low Fat,0,Meat,115.1808,OUT018,2009,Medium,Tier 3,Supermarket Type2,1054.6272
604,FDZ52,19.2,Low Fat,0.100230114,Frozen Foods,112.9886,OUT049,1999,Medium,Tier 1,Supermarket Type1,1667.829
605,NCF42,17.35,Low Fat,0.167383061,Household,175.6712,OUT046,1997,Small,Tier 1,Supermarket Type1,2812.3392
606,FDQ48,14.3,Regular,0.034404732,Baking Goods,98.1726,OUT035,2004,Small,Tier 2,Supermarket Type1,489.363
607,FDW49,19.5,Low Fat,0.082719632,Canned,179.3002,OUT045,2002,Medium,Tier 2,Supermarket Type1,2865.6032
608,FDR58,6.675,Low Fat,0.041913535,Snack Foods,90.7462,OUT035,2004,Small,Tier 2,Supermarket Type1,1665.8316
609,NCE07,8.18,Low Fat,0.0132043,Household,143.8154,OUT017,2007,Medium,Tier 2,Supermarket Type1,2694.4926
610,FDK14,6.98,Low Fat,0.041105789,Canned,83.4934,OUT046,1997,Small,Tier 1,Supermarket Type1,1555.9746
611,FDC11,12.85764518,Low Fat,0.141106202,Starchy Foods,87.9172,OUT027,1985,Medium,Tier 3,Supermarket Type3,3836.3396
612,FDL22,16.85,Low Fat,0.036463975,Snack Foods,90.7488,OUT045,2002,Medium,Tier 2,Supermarket Type1,543.2928
613,NCQ41,14.8,Low Fat,0.01946418,Health and Hygiene,196.3794,OUT013,1987,High,Tier 3,Supermarket Type1,1950.794
614,FDX46,12.3,Regular,0,Snack Foods,57.3562,OUT013,1987,High,Tier 3,Supermarket Type1,177.7686
615,FDC35,7.435,Low Fat,0.123086812,Starchy Foods,206.9638,OUT045,2002,Medium,Tier 2,Supermarket Type1,1035.319
616,FDH45,15.1,Regular,0.105646853,Fruits and Vegetables,42.8796,OUT035,2004,Small,Tier 2,Supermarket Type1,949.4308
617,FDX33,9.195,Regular,0.118149377,Snack Foods,160.5578,OUT017,2007,Medium,Tier 2,Supermarket Type1,1283.6624
618,DRJ35,10.1,Low Fat,0.046545786,Hard Drinks,59.9878,OUT013,1987,High,Tier 3,Supermarket Type1,484.7024
619,FDC40,16,Regular,0.065009745,Dairy,79.5986,OUT013,1987,High,Tier 3,Supermarket Type1,934.7832
620,FDO19,17.7,Regular,0.016630303,Fruits and Vegetables,48.1034,OUT045,2002,Medium,Tier 2,Supermarket Type1,534.6374
621,FDP13,8.1,Regular,0.134532392,Canned,39.448,OUT049,1999,Medium,Tier 1,Supermarket Type1,878.856
622,FDP24,20.6,Low Fat,0.083133128,Baking Goods,120.1756,OUT049,1999,Medium,Tier 1,Supermarket Type1,1332.9316
623,NCQ42,20.35,Low Fat,0.039428167,Household,127.9678,OUT018,2009,Medium,Tier 3,Supermarket Type2,3560.6984
624,FDY59,8.195,Low Fat,0,Baking Goods,93.1462,OUT018,2009,Medium,Tier 3,Supermarket Type2,647.8234
625,FDU14,17.75,Low Fat,0.034823127,Dairy,248.675,OUT045,2002,Medium,Tier 2,Supermarket Type1,4993.5
626,FDB21,7.475,Low Fat,0.148492521,Fruits and Vegetables,240.6854,OUT035,2004,Small,Tier 2,Supermarket Type1,1691.7978
627,FDT32,19,Regular,0.065901299,Fruits and Vegetables,188.7214,OUT018,2009,Medium,Tier 3,Supermarket Type2,1695.7926
628,FDK20,12.6,Regular,0.041622264,Fruits and Vegetables,124.0072,OUT049,1999,Medium,Tier 1,Supermarket Type1,4042.7376
629,FDX09,12.85764518,Low Fat,0.064933297,Snack Foods,174.837,OUT027,1985,Medium,Tier 3,Supermarket Type3,4763.799
630,FDM01,7.895,Regular,0.0945493,Breakfast,102.6332,OUT035,2004,Small,Tier 2,Supermarket Type1,1640.5312
631,DRI37,12.85764518,Low Fat,0.107076832,Soft Drinks,58.7904,OUT027,1985,Medium,Tier 3,Supermarket Type3,1288.9888
632,FDL20,17.1,Low Fat,0.128674983,Fruits and Vegetables,112.3886,OUT045,2002,Medium,Tier 2,Supermarket Type1,2334.9606
633,FDU13,8.355,Low Fat,0.188322664,Canned,148.5418,OUT018,2009,Medium,Tier 3,Supermarket Type2,2207.127
634,FDE05,12.85764518,Regular,0,Frozen Foods,145.2102,OUT019,1985,Small,Tier 1,Grocery Store,437.4306
635,FDE58,18.5,Low Fat,0.052025392,Snack Foods,118.4124,OUT013,1987,High,Tier 3,Supermarket Type1,2370.248
636,FDT32,12.85764518,Regular,0.065316099,Fruits and Vegetables,189.9214,OUT027,1985,Medium,Tier 3,Supermarket Type3,5087.3778
637,FDZ01,8.975,Regular,0.01516265,Canned,101.899,OUT010,1998,Medium,Tier 3,Grocery Store,103.199
638,FDM08,10.1,Regular,0.053584207,Fruits and Vegetables,224.4088,OUT046,1997,Small,Tier 1,Supermarket Type1,4697.8848
639,FDS58,9.285,Regular,0.020989132,Snack Foods,158.6578,OUT013,1987,High,Tier 3,Supermarket Type1,2406.867
640,FDZ26,11.6,Regular,0.144017405,Dairy,238.3222,OUT046,1997,Small,Tier 1,Supermarket Type1,5736.5328
641,FDC46,12.85764518,Low Fat,0.115978122,Snack Foods,183.4266,OUT027,1985,Medium,Tier 3,Supermarket Type3,7192.6374
642,FDY51,12.5,Low Fat,0.081465335,Meat,220.7798,OUT018,2009,Medium,Tier 3,Supermarket Type2,6611.394
643,FDL34,16,Low Fat,0.041177505,Snack Foods,142.3496,OUT017,2007,Medium,Tier 2,Supermarket Type1,3246.4408
644,DRG39,14.15,Low Fat,0.042352822,Dairy,51.6982,OUT018,2009,Medium,Tier 3,Supermarket Type2,1262.3568
645,NCG43,20.2,Low Fat,0.074541867,Household,94.1462,OUT018,2009,Medium,Tier 3,Supermarket Type2,1758.3778
646,FDT01,13.65,Regular,0.18454121,Canned,211.5902,OUT045,2002,Medium,Tier 2,Supermarket Type1,4672.5844
647,NCR38,17.25,Low Fat,0.114160573,Household,253.1724,OUT017,2007,Medium,Tier 2,Supermarket Type1,3775.086
648,DRF01,5.655,Low Fat,0.175352413,Soft Drinks,147.4102,OUT049,1999,Medium,Tier 1,Supermarket Type1,2478.7734
649,FDF53,20.75,Regular,0.083590755,Frozen Foods,182.2318,OUT035,2004,Small,Tier 2,Supermarket Type1,3067.3406
650,FDS45,5.175,Regular,0.029471408,Snack Foods,105.4622,OUT013,1987,High,Tier 3,Supermarket Type1,3281.7282
651,FDR20,20,Regular,0.028282832,Fruits and Vegetables,46.2744,OUT017,2007,Medium,Tier 2,Supermarket Type1,1086.5856
652,FDY07,11.8,Low Fat,0,Fruits and Vegetables,46.5402,OUT010,1998,Medium,Tier 3,Grocery Store,229.701
653,FDD38,16.75,Regular,0.008208342,Canned,102.8674,OUT045,2002,Medium,Tier 2,Supermarket Type1,1528.011
654,DRF15,18.35,Low Fat,0.03334929,Dairy,155.034,OUT018,2009,Medium,Tier 3,Supermarket Type2,1990.742
655,FDH32,12.8,Low Fat,0.076060037,Fruits and Vegetables,95.141,OUT046,1997,Small,Tier 1,Supermarket Type1,868.869
656,NCJ42,19.75,Low Fat,0.014301326,Household,103.0332,OUT046,1997,Small,Tier 1,Supermarket Type1,1230.3984
657,FDB56,8.75,Regular,0.074931201,Fruits and Vegetables,187.6556,OUT018,2009,Medium,Tier 3,Supermarket Type2,938.778
658,FDD03,13.3,Low Fat,0.080131363,Dairy,234.03,OUT018,2009,Medium,Tier 3,Supermarket Type2,4194.54
659,NCL18,18.85,Low Fat,0.167444431,Household,194.6136,OUT013,1987,High,Tier 3,Supermarket Type1,1166.4816
660,FDW22,9.695,Regular,0.03033748,Snack Foods,222.9114,OUT049,1999,Medium,Tier 1,Supermarket Type1,5764.4964
661,FDE32,20.7,Low Fat,0.04874969,Fruits and Vegetables,37.5506,OUT035,2004,Small,Tier 2,Supermarket Type1,113.8518
662,FDA34,12.85764518,Low Fat,0.014788594,Starchy Foods,174.408,OUT027,1985,Medium,Tier 3,Supermarket Type3,7443.644
663,FDJ08,11.1,Low Fat,0.111298111,Fruits and Vegetables,191.7846,OUT017,2007,Medium,Tier 2,Supermarket Type1,3057.3536
664,FDG38,8.975,Regular,0.05268526,Canned,83.3224,OUT013,1987,High,Tier 3,Supermarket Type1,3579.3408
665,FDD29,12.15,Low Fat,0.018485511,Frozen Foods,253.1698,OUT018,2009,Medium,Tier 3,Supermarket Type2,1522.0188
666,NCE31,7.67,Low Fat,0.184689756,Household,35.4216,OUT013,1987,High,Tier 3,Supermarket Type1,450.0808
667,FDS19,13.8,Regular,0.064153845,Fruits and Vegetables,76.9012,OUT013,1987,High,Tier 3,Supermarket Type1,607.2096
668,FDU11,4.785,Low Fat,0.092516598,Breads,120.1098,OUT013,1987,High,Tier 3,Supermarket Type1,1325.6078
669,FDL02,20,Regular,0.104245198,Canned,105.3622,OUT049,1999,Medium,Tier 1,Supermarket Type1,1270.3464
670,FDO51,12.85764518,Regular,0.041779181,Meat,43.4112,OUT027,1985,Medium,Tier 3,Supermarket Type3,1107.8912
671,DRK23,8.395,Low Fat,0.07226985,Hard Drinks,254.104,OUT018,2009,Medium,Tier 3,Supermarket Type2,3542.056
672,FDO27,6.175,Regular,0.179806961,Meat,95.2752,OUT018,2009,Medium,Tier 3,Supermarket Type2,1534.0032
673,FDB16,8.21,Low Fat,0.044995631,Dairy,89.2198,OUT049,1999,Medium,Tier 1,Supermarket Type1,1308.297
674,FDA44,19.7,Low Fat,0.053523765,Fruits and Vegetables,55.393,OUT017,2007,Medium,Tier 2,Supermarket Type1,1471.418
675,NCB18,19.6,Low Fat,0.041459372,Household,89.6514,OUT018,2009,Medium,Tier 3,Supermarket Type2,1239.7196
676,NCL53,7.5,Low Fat,0.036234918,Health and Hygiene,175.3028,OUT046,1997,Small,Tier 1,Supermarket Type1,3896.2616
677,FDR16,5.845,Regular,0.105445801,Frozen Foods,214.4218,OUT018,2009,Medium,Tier 3,Supermarket Type2,1496.0526
678,NCQ05,11.395,Low Fat,0,Health and Hygiene,151.6708,OUT013,1987,High,Tier 3,Supermarket Type1,3460.8284
679,FDF44,7.17,Regular,0.05997133,Fruits and Vegetables,132.1968,OUT018,2009,Medium,Tier 3,Supermarket Type2,2870.9296
680,FDU50,5.75,Regular,0.075595405,Dairy,114.7176,OUT017,2007,Medium,Tier 2,Supermarket Type1,1259.6936
681,FDG20,15.5,Regular,0.210375806,Fruits and Vegetables,178.2028,OUT010,1998,Medium,Tier 3,Grocery Store,177.1028
682,FDD58,7.76,Low Fat,0.059341019,Snack Foods,99.77,OUT035,2004,Small,Tier 2,Supermarket Type1,798.96
683,FDT01,13.65,Regular,0.18520944,Canned,212.9902,OUT017,2007,Medium,Tier 2,Supermarket Type1,3185.853
684,FDK15,10.8,Low Fat,0.098566832,Meat,98.3042,OUT049,1999,Medium,Tier 1,Supermarket Type1,1488.063
685,FDJ08,11.1,Low Fat,0.11084417,Fruits and Vegetables,189.2846,OUT049,1999,Medium,Tier 1,Supermarket Type1,5159.2842
686,FDS10,12.85764518,Low Fat,0.0350152,Snack Foods,182.0318,OUT027,1985,Medium,Tier 3,Supermarket Type3,5954.2494
687,FDJ55,12.8,Regular,0.023567538,Meat,226.8404,OUT049,1999,Medium,Tier 1,Supermarket Type1,4500.808
688,FDU32,8.785,Low Fat,0,Fruits and Vegetables,123.0414,OUT010,1998,Medium,Tier 3,Grocery Store,121.8414
689,FDG09,20.6,Regular,0.04792722,Fruits and Vegetables,185.9556,OUT035,2004,Small,Tier 2,Supermarket Type1,4318.3788
690,FDE39,7.89,Low Fat,0.036207786,Dairy,121.0782,OUT045,2002,Medium,Tier 2,Supermarket Type1,3456.1678
